Date,Open,High,Low,Close,Volume,MA5
2021-01-08,38.691650601209226,39.500626483340504,38.49158176087132,39.19617462158203,20936300,38.68469772338867
2021-01-11,39.27447072193454,39.97036320369881,39.16138715668625,39.4571418762207,25058200,38.92826156616211
2021-01-12,39.40495215289732,39.95296898211274,39.10919740741506,39.8311882019043,20145000,39.24315490722656
2021-01-13,39.39625149145865,39.98776093052756,39.30056565303911,39.4571418762207,19367300,39.41016845703125
2021-01-14,39.0309026311144,39.665904675510205,39.01350490572696,39.27446746826172,22333500,39.44322280883789
2021-01-15,39.10920134159035,39.70941141624904,39.03961373944712,39.51803970336914,30271700,39.50759582519531
2021-01-19,39.43105305809737,39.69201236443075,38.943926586204796,39.309268951416016,28868800,39.478021240234376
2021-01-20,39.43104583796057,39.57892153443715,39.265769096866734,39.43974304199219,16499400,39.399732208251955
2021-01-21,39.317961722793264,39.352757174984276,38.900426251331936,39.23967361450195,17488400,39.356238555908206
2021-01-22,38.92651859586082,39.048299352163816,38.474187702252024,38.94391632080078,14643400,39.29012832641602
2021-01-25,39.17878261433416,39.2918628547559,38.891725115701504,39.170082092285156,16581300,39.22053680419922
2021-01-26,39.048301883216126,39.44843962794137,38.94391884508715,39.37015151977539,13087800,39.232713317871095
2021-01-27,39.35275760548151,40.41399236270117,39.213579113471866,39.75289535522461,29634500,39.29534378051758
2021-01-28,39.93556662871968,40.24871906629009,39.404947589311696,39.43974304199219,21166000,39.335357666015625
2021-01-29,39.01350556276128,39.465836475622005,38.691655933365396,38.77864456176758,22608100,39.302303314208984
2021-02-01,39.074396939560145,39.69200460299019,38.84823313650302,39.49193572998047,16776900,39.36667404174805
2021-02-02,39.596326043312445,39.961668404206826,39.518037920509705,39.86598587036133,16520900,39.465840911865236
2021-02-03,39.79639926586456,40.15304445988764,39.61372806562107,39.81379699707031,13173600,39.478021240234376
2021-02-04,39.900779468327684,41.162086684769264,39.813794136825926,41.1011962890625,22285700,39.81031188964844
2021-02-05,41.379551172015326,42.04934880810768,41.318660779486706,41.823184967041016,25488600,40.419219970703125
2021-02-08,42.240723071885,42.91921795452332,42.240723071885,42.57126998901367,25215400,41.03508682250977
