Date,Open,High,Low,Close,Volume,MA5
2021-01-08,13.325028278582424,13.38336356753175,13.005426670817448,13.239518165588379,292528000,13.113822174072265
2021-01-11,13.381119906111909,13.921849917900058,13.32502802714216,13.583301544189453,518344000,13.215137100219726
2021-01-12,13.713935584653367,13.715930782812478,13.307578958247403,13.44693660736084,291476000,13.23109245300293
2021-01-13,13.452170148278045,13.586791799856059,13.347465053272895,13.493803024291992,210028000,13.414027786254882
2021-01-14,13.536930084160442,13.561610431812436,13.143536640465687,13.163230895996094,283120000,13.38535804748535
2021-01-15,13.19090209083894,13.287879340414982,12.812466952148759,12.82343578338623,277780000,13.302141571044922
2021-01-19,12.97974917056158,13.057281347523123,12.807982403646784,12.988724708557129,226188000,13.183226203918457
2021-01-20,13.074981565628885,13.392838104481921,13.02013644379151,13.328269958496094,258572000,13.159492874145508
2021-01-21,13.380871079540578,13.959992973771397,13.215835495319384,13.828612327575684,337780000,13.226454734802246
2021-01-22,13.701468596467407,13.802933631043508,13.589034728801968,13.67404556274414,246820000,13.328617668151855
2021-01-25,13.743101253478759,13.789720219870421,13.199380371226189,13.614961624145508,251112000,13.48692283630371
2021-01-26,13.542414547382485,13.606484357318374,13.349955955617846,13.39757251739502,163980000,13.568692398071288
2021-01-27,13.19289858121172,13.19564126498745,12.75787222578399,12.881525039672852,371272000,13.47934341430664
2021-01-28,12.959804528349476,13.3023413819018,12.924154394726525,13.014400482177734,228316000,13.316501045227051
2021-01-29,13.038336122658164,13.297358121285031,12.875294761380086,12.953325271606445,271552000,13.172356986999512
2021-02-01,13.016646669284185,13.233536494186444,12.866568401432255,13.199881553649902,217204000,13.089340972900391
2021-02-02,13.361175169955763,13.533938558603332,13.248242035181995,13.518732070922852,220440000,13.113572883605958
2021-02-03,13.597759024822759,13.892680242866938,13.478594940603553,13.492555618286133,245408000,13.235778999328613
2021-02-04,13.493056121081358,13.6351564424398,13.300348334951398,13.625932693481445,201340000,13.358085441589356
2021-02-05,13.686511968620373,13.69872756323,13.507763916332621,13.552886962890625,169152000,13.477997779846191
2021-02-08,13.688754280440907,14.433160858990226,13.688754280440907,14.398259162902832,434624000,13.717673301696777
2021-02-09,14.300533397758027,14.542353649548263,14.182615117513894,14.223251342773438,287560000,13.858577156066895
2021-02-10,14.422692359371814,14.863203179355986,14.301283892068875,14.722847938537598,485352000,14.104635620117188
2021-02-11,14.938241392149193,15.229422356874197,14.883146161796272,15.207982063293457,450828000,14.42104549407959
2021-02-12,15.007795360880671,15.24836885971314,14.73356597486961,14.919294357299805,374756000,14.694326972961425
