Date,Open,High,Low,Close,Volume,MA5
2021-01-08,51.71441290374565,51.77404052976882,50.070386644622495,50.257789611816406,3144300,50.976731872558595
2021-01-11,49.763721205321495,50.41962824587478,49.4400293537197,50.01927185058594,4921400,50.745033264160156
2021-01-12,50.20667590375288,50.60703558329174,50.002239269130875,50.28334045410156,4107700,50.55251922607422
2021-01-13,50.2748301483197,51.20332171233138,50.24927637803658,51.01591873168945,4296200,50.55592651367188
2021-01-14,51.10961630736027,51.69737572508863,50.65814906980639,51.07554244995117,3074900,50.530372619628906
2021-01-15,50.896657477812376,52.038105658339276,50.87110371053831,51.544044494628906,6259900,50.78762359619141
2021-01-19,52.13180874407913,52.54068528037262,51.05850499302958,52.14884567260742,4425200,51.213538360595706
2021-01-20,52.38736158834509,52.838828867896424,52.10625711276334,52.3192138671875,2795600,51.62071304321289
2021-01-21,52.31920961733363,53.67361459543242,52.08921920076422,53.61398696899414,6121800,52.14032669067383
2021-01-22,51.54405716780117,51.74849710464478,49.70411073405897,51.10962677001953,9787600,52.1471435546875
2021-01-25,51.20331957966677,52.65994291545347,50.37704638066474,52.123291015625,4524200,52.26299285888672
2021-01-26,52.34476669238221,55.292090407002,52.34476669238221,55.24949645996094,4653700,52.88312301635742
2021-01-27,55.06210649500137,65.65031823694166,54.62767282849522,61.09304428100586,20290200,54.6378890991211
2021-01-28,59.62787614717073,60.01971569626712,56.476119578960805,56.77425765991211,7263000,55.26994323730469
2021-01-29,57.37906326983512,58.392739409354256,55.48800642085017,56.32279968261719,4117100,56.31257781982422
2021-02-01,55.88835963874961,57.353502847216184,55.75206422450944,56.850921630859375,2352700,57.258103942871095
2021-02-02,57.56646242887567,57.592016195589416,56.05872520353056,56.8849983215332,2312700,57.58520431518555
2021-02-03,56.655011845578215,58.435327038440114,56.655011845578215,57.4642448425293,2215200,56.85944442749023
2021-02-04,57.65164468060741,57.856081316301214,56.94462679596714,57.68571853637695,2010500,57.0417366027832
2021-02-05,57.7879353707228,59.42344800302383,57.719794156024825,59.15086364746094,1831700,57.60734939575195
2021-02-08,59.355297061658504,61.33153515675248,59.29566944021303,60.82896041870117,2307600,58.402957153320315
2021-02-09,60.96523214135182,61.75743117360457,60.641540358950174,61.63817596435547,1820600,59.35359268188476
2021-02-10,62.01299864322461,62.311136747496,60.241197196521455,60.471187591552734,2076800,59.95498123168945
2021-02-11,60.58192854169738,61.748927179024015,60.40304568120768,61.72337341308594,1809400,60.76251220703125
2021-02-12,61.5956146059706,62.36226028436247,61.14414728950787,61.510433197021484,1496800,61.23442611694336
2021-02-16,61.77447975147187,62.08965802277294,60.428598279658125,60.479705810546875,2290000,61.1645751953125
2021-02-17,60.09638878441499,61.118578437458204,59.67047534582643,60.82896041870117,1924000,61.00273208618164
2021-02-18,61.78300679811952,62.907418096774045,61.19524413100791,61.73189926147461,2934100,61.25487442016602
2021-02-19,62.4900267210533,62.8903864347434,61.22080636191208,62.3026237487793,2491300,61.370724487304685
2021-02-22,62.089661946363584,63.40999623509102,61.757449976747374,62.59224319458008,2130300,61.5870864868164
2021-02-23,61.5019131064491,62.047081922433335,60.224172475437626,61.510433197021484,3031800,61.79323196411133
