Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA5
2021-01-08 00:00:00-05:00,75.07907418946533,75.94906849221717,74.93098584613003,75.84725952148438,2704700,0.0,0.0,74.43489837646484
2021-01-11 00:00:00-05:00,75.19936720007692,75.98606686007615,73.96840970998147,74.17202758789062,2156600,0.0,0.0,74.56817169189453
2021-01-12 00:00:00-05:00,74.21832675200369,74.50523907767479,72.75598620335906,73.70928192138672,2238300,0.0,0.0,74.56632080078126
2021-01-13 00:00:00-05:00,74.6903516217796,74.6903516217796,73.41312133686417,73.68152618408203,2030300,0.0,0.0,74.46636810302735
2021-01-14 00:00:00-05:00,73.43161201975107,74.2460836622121,73.18172180478493,74.0887451171875,2360500,0.0,0.0,74.29976806640624
2021-01-15 00:00:00-05:00,73.70002820753275,74.58853708666378,73.29279938453993,74.26460266113281,2174400,0.0,0.0,73.98323669433594
2021-01-19 00:00:00-05:00,74.40342491454213,74.95874201563738,73.29279071235163,73.82034301757812,2667900,0.0,0.0,73.91289978027343
2021-01-20 00:00:00-05:00,74.87545348482415,75.99534506031603,74.19056257527552,75.81024169921875,2479400,0.0,0.0,74.33309173583984
2021-01-21 00:00:00-05:00,75.89353070147511,75.95831757938043,74.68108753157277,74.85693359375,2209200,0.0,0.0,74.56817321777343
2021-01-22 00:00:00-05:00,74.10722962504315,74.91244373221318,73.5796775027559,74.56073760986328,1449600,0.0,0.0,74.66257171630859
2021-01-25 00:00:00-05:00,74.04248666214413,74.44046531040283,72.42280726640973,74.07025146484375,1757200,0.0,0.0,74.62370147705079
2021-01-26 00:00:00-05:00,74.5792798667274,74.5792798667274,73.54268274100417,73.62598419189453,2053700,0.0,0.0,74.58482971191407
2021-01-27 00:00:00-05:00,72.51533668614232,72.86704290893985,70.24778905319009,70.47917175292969,3936600,0.0,0.0,73.51861572265625
2021-01-28 00:00:00-05:00,71.22884404203525,73.45937648786732,70.95118906013505,73.02437591552734,2992800,0.0,0.0,73.15210418701172
2021-01-29 00:00:00-05:00,73.09843677212284,73.68151872246744,71.82119955530986,72.14513397216797,3273000,0.0,0.0,72.66898345947266
2021-02-01 00:00:00-05:00,72.70970927495645,73.6630050250025,72.2191790005631,72.96885681152344,3442300,0.0,0.0,72.44870452880859
2021-02-02 00:00:00-05:00,72.98736117953577,74.8106580284672,72.98736117953577,74.0887451171875,2738800,0.0,0.0,72.54125671386718
2021-02-03 00:00:00-05:00,73.84810320317203,74.1627802850263,72.8855503261196,73.43161010742188,3483800,0.0,0.0,73.13174438476562
2021-02-04 00:00:00-05:00,68.80397292138088,69.9979087894576,67.34163927028874,69.12791442871094,8771100,0.0,0.0,72.35245208740234
2021-02-05 00:00:00-05:00,68.99832862299155,69.92385948547975,68.57257821235568,68.9520492553711,4711800,0.0,0.0,71.71383514404297
2021-02-08 00:00:00-05:00,69.07235889793694,70.23852964654824,68.60034328881757,70.20150756835938,2498600,0.0,0.0,71.16036529541016
2021-02-09 00:00:00-05:00,70.17376486364081,71.21961242203015,69.61844763848931,70.48844909667969,2663000,0.0,0.0,70.4403060913086
2021-02-10 00:00:00-05:00,70.56245315475982,70.73830623380863,69.6739445985587,70.37734985351562,2069800,0.0,0.0,69.82945404052734
2021-02-11 00:00:00-05:00,70.62725962935275,71.74715115371967,70.10896459294896,71.23811340332031,3609200,0.0,0.0,70.25149383544922
2021-02-12 00:00:00-05:00,71.04376319731935,71.40471973085499,70.54397559829123,71.22886657714844,1880900,0.0,0.0,70.70685729980468
2021-02-16 00:00:00-05:00,71.26588354522754,71.58981796727588,70.4421615600586,70.4421615600586,2445800,0.0,0.0,70.75498809814454
2021-02-17 00:00:00-05:00,70.31216380661526,71.29632752866311,69.97791818713183,70.96208190917969,3398600,0.24,0.0,70.84971466064454
2021-02-18 00:00:00-05:00,70.69285045403842,70.69285045403842,69.09590023010054,69.46728515625,4440800,0.0,0.0,70.6677017211914
2021-02-19 00:00:00-05:00,69.66225346773065,69.81081025630817,68.13958180269874,68.37169647216797,4082500,0.0,0.0,70.09441833496093
2021-02-22 00:00:00-05:00,68.01886908757682,68.67807374729333,67.56391933983122,68.00958251953125,3063800,0.0,0.0,69.4505615234375
2021-02-23 00:00:00-05:00,67.63820114999824,68.1767087867579,66.91400464435827,67.66605377197266,3310500,0.0,0.0,68.89533996582031
2021-02-24 00:00:00-05:00,67.22040542945314,69.69010167242789,66.44049650606625,69.56940460205078,2922700,0.0,0.0,68.61680450439454
2021-02-25 00:00:00-05:00,68.8173593172457,69.6158343418347,67.9538924689612,68.13029479980469,2786500,0.0,0.0,68.34940643310547
2021-02-26 00:00:00-05:00,68.5666620295053,69.0216047324769,67.38752279588358,68.22313690185547,3279800,0.0,0.0,68.31969451904297
2021-03-01 00:00:00-05:00,68.80807113843093,69.78295555464871,68.52953070991805,69.4765625,3226900,0.0,0.0,68.61309051513672
2021-03-02 00:00:00-05:00,69.66225294206812,70.30289169171381,68.74308084130767,69.58797454833984,3068900,0.0,0.0,68.99747467041016
2021-03-03 00:00:00-05:00,69.411549736776,69.411549736776,67.57319904708045,67.92601776123047,3406400,0.0,0.0,68.66879730224609
2021-03-04 00:00:00-05:00,67.70320862896104,68.6595199837796,66.62620018979865,67.22041320800781,3284200,0.0,0.0,68.48682098388672
2021-03-05 00:00:00-05:00,69.1794456679425,69.1794456679425,66.78402100846779,68.43667602539062,2779000,0.0,0.0,68.52952880859375
2021-03-08 00:00:00-05:00,67.66605684940174,69.06803124901106,67.37823696447444,67.48965454101562,3250600,0.0,0.0,68.13214721679688
2021-03-09 00:00:00-05:00,68.41811315623613,69.838653611423,68.25099033306259,69.06803131103516,2767400,0.0,0.0,68.02815856933594
2021-03-10 00:00:00-05:00,69.32799568916718,70.78567527593373,69.3001430670596,70.58141326904297,2636800,0.0,0.0,68.55923767089844
2021-03-11 00:00:00-05:00,70.93422609893769,72.70757803253387,70.76710329670983,71.99266815185547,3183400,0.0,0.0,69.51368865966796
2021-03-12 00:00:00-05:00,71.35205739662841,72.27122962565598,71.34277082522209,72.20623779296875,2447800,0.0,0.0,70.2676010131836
2021-03-15 00:00:00-04:00,71.75127690624187,73.6546198015412,71.75127690624187,73.59890747070312,3003700,0.0,0.0,71.4894515991211
2021-03-16 00:00:00-04:00,73.35749591682999,73.44105376787216,72.2711942682565,72.47545623779297,2497500,0.0,0.0,72.17093658447266
2021-03-17 00:00:00-04:00,71.93696864555916,72.7168703957288,71.63986220498363,72.44761657714844,2415000,0.0,0.0,72.54417724609375
2021-03-18 00:00:00-04:00,71.72343068400616,72.20622606504033,70.5907099980838,70.93424224853516,2890000,0.0,0.0,72.33249206542969
2021-03-19 00:00:00-04:00,70.34002606657361,71.79770579656977,70.00578040128738,71.0735092163086,5658300,0.0,0.0,72.10594635009765
2021-03-22 00:00:00-04:00,71.42630469050388,71.5470017319016,70.76710007934635,71.24061584472656,4237300,0.0,0.0,71.63428802490235
2021-03-23 00:00:00-04:00,71.63985670917468,72.06694674201452,70.72067775239091,70.7763900756836,3154500,0.0,0.0,71.29447479248047
2021-03-24 00:00:00-04:00,71.22204409933967,72.28048612478348,71.05492130144984,71.43559265136719,3008600,0.0,0.0,71.09207000732422
2021-03-25 00:00:00-04:00,71.51915278456943,71.90910363086378,70.6185469608117,71.58414459228516,2935500,0.0,0.0,71.22205047607422
2021-03-26 00:00:00-04:00,71.70486342634986,73.65462514119093,71.43560957243898,73.57106018066406,2403600,0.0,0.0,71.72156066894532
2021-03-29 00:00:00-04:00,73.25536493206175,73.4503403347352,71.66770201008515,72.47545623779297,3099600,0.0,0.0,71.9685287475586
2021-03-30 00:00:00-04:00,72.16911070968767,73.04185722615304,71.95556205391419,72.94901275634766,2506600,0.0,0.0,72.4030532836914
2021-03-31 00:00:00-04:00,73.18110715663477,73.51535282200645,72.32692693783028,72.53118896484375,3573800,0.0,0.0,72.62217254638672
2021-04-01 00:00:00-04:00,73.2832498068203,73.65463472549197,72.54976654042773,73.23682403564453,2430400,0.0,0.0,72.9527084350586
