Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA5
2021-01-08 00:00:00-05:00,199.1921373120079,201.12528374838797,198.73612435016938,200.6890869140625,834600,0.0,0.0,202.63807373046876
2021-01-11 00:00:00-05:00,200.26280033811355,200.50073001221162,197.21936078186954,197.4275360107422,422100,0.0,0.0,199.77703552246095
2021-01-12 00:00:00-05:00,196.78316264333736,197.77451358864386,194.21556732542916,196.8624725341797,530200,0.0,0.0,198.20673828125
2021-01-13 00:00:00-05:00,197.60599781701714,199.34086207730485,196.1189713081991,197.67538452148438,564800,0.0,0.0,198.1849334716797
2021-01-14 00:00:00-05:00,197.77450647718842,198.2999212491631,193.00611102201367,194.0073699951172,493900,0.0,0.0,197.33236999511718
2021-01-15 00:00:00-05:00,193.44231193864854,194.95907765240048,191.8561443988799,193.5811004638672,536700,0.0,0.0,195.91077270507813
2021-01-19 00:00:00-05:00,194.42373895918138,195.82154739666188,192.9069732510437,195.3754425048828,670200,0.0,0.0,195.50035400390624
2021-01-20 00:00:00-05:00,195.89095105772722,199.81669229434112,195.84138048555076,198.21070861816406,547900,0.0,0.0,195.77000122070314
2021-01-21 00:00:00-05:00,198.06199517209828,198.6667198430151,195.22673091405113,195.43492126464844,433600,0.0,0.0,195.32190856933593
2021-01-22 00:00:00-05:00,195.26639785357202,196.16853084860892,192.95654832459485,193.0655975341797,448200,0.0,0.0,195.13355407714843
2021-01-25 00:00:00-05:00,193.7000496368746,194.76080234919573,189.6553361936967,190.33937072753906,552200,0.0,0.0,194.4852081298828
2021-01-26 00:00:00-05:00,190.3691198431463,194.48322019439485,189.22907231260223,194.35435485839844,766900,0.0,0.0,194.28099060058594
2021-01-27 00:00:00-05:00,194.00737240099195,194.60218900489005,191.53891828648838,192.89706420898438,748700,0.0,0.0,193.21826171875
2021-01-28 00:00:00-05:00,192.97637439242135,196.80298956207457,192.32207915249796,195.10777282714844,715700,0.0,0.0,193.15283203125
2021-01-29 00:00:00-05:00,193.20439470046955,194.02721784106893,191.12255156142862,192.39149475097656,769000,0.0,0.0,193.01801147460938
2021-02-01 00:00:00-05:00,193.77936583529583,197.76460077522458,191.83631137336195,196.99134826660156,559400,0.0,0.0,194.34840698242186
2021-02-02 00:00:00-05:00,197.38787654492646,202.29506043083015,197.298658595157,200.7089080810547,538400,0.0,0.0,195.61931762695312
2021-02-03 00:00:00-05:00,200.18349044674753,200.55030058516726,197.2788394186903,197.4275360107422,386500,0.0,0.0,196.5254119873047
2021-02-04 00:00:00-05:00,198.02236324431672,199.39043247176716,196.96161040811884,197.58616638183594,610800,0.0,0.0,197.02109069824218
2021-02-05 00:00:00-05:00,198.5973185543123,199.53909884099542,197.09046101953118,197.79432678222656,519200,0.0,0.0,198.10165710449218
2021-02-08 00:00:00-05:00,198.2999229121568,200.1041888437401,196.86246710645767,198.7856903076172,387600,0.0,0.0,198.4605255126953
2021-02-09 00:00:00-05:00,198.24045377964265,200.42142287836268,197.15988485769168,198.55767822265625,386000,0.0,0.0,198.03027954101563
2021-02-10 00:00:00-05:00,200.7188177267126,202.22567532867083,199.12274217428154,201.39292907714844,582100,0.0,0.0,198.82335815429687
2021-02-11 00:00:00-05:00,202.30500901949281,204.70407666208772,200.94684784185148,202.78085327148438,676400,0.0,0.0,199.86229553222657
2021-02-12 00:00:00-05:00,207.0733839932553,207.3212217220382,193.86858254283234,200.63951110839844,1370300,0.0,0.0,200.43133239746095
2021-02-16 00:00:00-05:00,199.90590059474482,201.00630068593924,195.78189239538756,196.43617248535156,948600,0.0,0.0,199.9614288330078
2021-02-17 00:00:00-05:00,195.5836125180568,200.9071771403623,194.9095011665387,197.38787841796875,674700,0.0,0.0,199.72746887207032
2021-02-18 00:00:00-05:00,196.60472261452603,200.2429786923494,196.34696169298573,199.3507537841797,540000,0.0,0.0,199.31903381347655
2021-02-19 00:00:00-05:00,198.82534159082945,200.27272061527694,195.23665603791073,196.2379150390625,643100,0.0,0.0,198.01044616699218
2021-02-22 00:00:00-05:00,194.91941004095196,194.91941004095196,190.82514109078693,191.55873107910156,626600,0.0,0.0,196.1942901611328
2021-02-23 00:00:00-05:00,191.26133524881573,194.08669156208583,185.9972640220506,190.39886474609375,788500,0.0,0.0,194.98682861328126
2021-02-24 00:00:00-05:00,188.15841014541334,194.20564176180238,186.59207385575047,193.8190155029297,556200,0.0,0.0,194.27305603027344
2021-02-25 00:00:00-05:00,191.50916374425563,193.82893639682064,188.35667507492525,188.71356201171875,687100,0.0,0.0,192.14561767578124
2021-02-26 00:00:00-05:00,190.22043851639773,193.38285068979366,189.18942498480718,192.35183715820312,911600,0.0,0.0,191.36840209960937
