Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA5
2021-01-08 00:00:00-05:00,92.21165745498759,93.65770375697626,90.86137421202896,91.5125732421875,9059700,0.0,0.0,87.60921020507813
2021-01-11 00:00:00-05:00,90.61237459080799,94.13650856319809,90.19100844322548,93.81090545654297,8357500,0.0,0.0,89.73326416015625
2021-01-12 00:00:00-05:00,94.35678310573519,96.59767673755444,94.04075842712872,95.77410125732422,7186100,0.0,0.0,91.72708435058594
2021-01-13 00:00:00-05:00,96.23375136646781,96.23375136646781,93.81091050011226,93.89710235595703,5310000,0.0,0.0,93.10992126464843
2021-01-14 00:00:00-05:00,98.47464073243653,102.08495930073143,98.35014220184759,101.31884765625,11663000,0.0,0.0,95.26270599365235
2021-01-15 00:00:00-05:00,100.7059620833978,100.95494454855098,96.86580319197056,98.77151489257812,8981200,0.0,0.0,96.71449432373046
2021-01-19 00:00:00-05:00,100.6485012229384,104.93875459967965,99.9685740606233,104.59400177001953,9362200,0.0,0.0,98.87111358642578
2021-01-20 00:00:00-05:00,105.44630418092784,106.18368770461335,100.70596378490808,103.27244567871094,9926000,0.0,0.0,100.37078247070312
2021-01-21 00:00:00-05:00,104.48865696313183,104.65145487587972,101.76894109243611,103.39694213867188,7271400,0.0,0.0,102.2707504272461
2021-01-22 00:00:00-05:00,103.47355917818108,105.10155297603784,101.74979502236009,101.82640838623047,6207600,0.0,0.0,102.37226257324218
2021-01-25 00:00:00-05:00,102.95643947000471,105.43673707851632,102.46803836289794,103.54060363769531,8437500,0.0,0.0,103.32608032226562
2021-01-26 00:00:00-05:00,104.23966895439646,104.28755413248567,100.81129770077631,101.06028747558594,6029800,0.0,0.0,102.61933746337891
2021-01-27 00:00:00-05:00,97.77557088650555,99.65255455237619,93.92584049853419,94.4046630859375,9782700,0.0,0.0,100.84578094482421
2021-01-28 00:00:00-05:00,96.90409799680337,98.9726073571832,95.73576995060442,96.86579132080078,7433000,0.0,0.0,99.53955078125
2021-01-29 00:00:00-05:00,95.98477972944217,96.20503402962346,92.00097226852364,92.58513641357422,7943400,0.0,0.0,97.69129638671875
2021-02-01 00:00:00-05:00,95.04627995588957,97.82345231761444,93.54277738133115,96.92326354980469,9083600,0.0,0.0,96.36782836914062
2021-02-02 00:00:00-05:00,98.6278680075159,99.53763524737572,97.45953980225,99.20245361328125,5108600,0.0,0.0,95.99626159667969
2021-02-03 00:00:00-05:00,99.90154020675521,99.98773206817019,95.59213709857343,95.64002227783203,5399200,0.0,0.0,96.24333343505859
